name	description	p-value	q-value	phenotype	genes
INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20220510%WP1971%HOMO SAPIENS	Integrated cancer pathway	2.0931080553075e-10	2.0931080553075e-10	1	RB1,BRCA1,CHEK2,CDKN1B,ATM,ATR,PTEN,CDKN1A,SMAD2
INTEGRATED STRESS RESPONSE SIGNALING%GOBP%GO:0140467	integrated stress response signaling	0.00137863504229418	0.00137863504229418	1	CEBPA,NFE2L3,NFE2L2
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	Integrin signalling pathway	0.00245275396662505	0.00245275396662505	1	PIK3CA,NRAS,MAP2K4,PIK3R1,BRAF,PIK3CG
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	Integrins in angiogenesis	0.00162523902044865	0.00162523902044865	1	CDKN1B,PIK3CA,AKT1,TGFBR2,PTPN11,PIK3R1
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	Interleukin signaling pathway	0.000262519823965788	0.000262519823965788	1	NRAS,BRAF,MTOR,CDKN1A,CDKN1B,AKT1,PIK3CA
INTERLEUKIN-4 AND INTERLEUKIN-13 SIGNALING%REACTOME DATABASE ID RELEASE 83%6785807	Interleukin-4 and Interleukin-13 signaling	0.000848915658736749	0.000848915658736749	1	HGF,TP53,GATA3,PIK3R1,CDKN1A,CCND1,AKT1
INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	0.00160975778511015	0.00160975778511015	1	EP300,TP53,STK11
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	2.15862367193579e-05	2.15862367193579e-05	1	EP300,ATM,BRCA1,TP53,CHEK2
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097193	intrinsic apoptotic signaling pathway	2.22323724514541e-05	2.22323724514541e-05	1	EP300,ATM,CHEK2,STK11,CDKN1A,BRCA1,TP53
JNK CASCADE%GOBP%GO:0007254	JNK cascade	0.00226625809960692	0.00226625809960692	1	MAPK8IP1,LRRK2,MAP2K4
KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 83%9755511	KEAP1-NFE2L2 pathway	1.13716558783397e-05	1.13716558783397e-05	1	KEAP1,NOTCH1,CDKN2A,CDKN1A,BRCA1,IDH1,AKT1,NFE2L2,EP300
KIDNEY DEVELOPMENT%GOBP%GO:0001822	kidney development	4.35250949257239e-05	4.35250949257239e-05	1	LRRK2,SOX17,SOX9,FGFR2,GATA3,PDGFRA,WT1
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	kidney epithelium development	0.00058256219164849	0.00058256219164849	1	GATA3,SOX9,FGFR2,WT1
KIDNEY MORPHOGENESIS%GOBP%GO:0060993	kidney morphogenesis	0.000112926252102153	0.000112926252102153	1	LRRK2,SOX9,GATA3,WT1
KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP304%HOMO SAPIENS	Kit receptor signaling pathway	0.00788022799174893	0.00788022799174893	1	PIK3R1,PTPN11,EP300,KIT
KITRECEPTOR%IOB%KITRECEPTOR	KitReceptor	0.00142416848509284	0.00142416848509284	1	EP300,KIT,PIK3R1,PTPN11,MTOR
KITRECEPTOR%NETPATH%KITRECEPTOR	KitReceptor	0.0012819495328788	0.0012819495328788	1	EP300,KIT,PIK3R1,PTPN11,MTOR
LEFT/RIGHT PATTERN FORMATION%GOBP%GO:0060972	left/right pattern formation	0.00952529461929637	0.00952529461929637	1	NOTCH1,TGFBR2,SOX17
LEPTIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2034%HOMO SAPIENS	Leptin signaling pathway	0.00223963508136224	0.00223963508136224	1	PIK3R1,PTPN11,CCND1,MTOR,PTEN
LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002366	leukocyte activation involved in immune response	0.0194977060013931	0.0194977060013931	1	PIK3CG,GATA3,KIT
LEUKOCYTE MIGRATION%GOBP%GO:0050900	leukocyte migration	0.0427009575608353	0.0427009575608353	1	PIK3CG,GATA3,KIT
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	leukocyte proliferation	0.00368813985549634	0.00368813985549634	1	PIK3CG,FLT3,KIT
LIMB DEVELOPMENT%GOBP%GO:0060173	limb development	0.00619350292468979	0.00619350292468979	1	CTNNB1,TBX3,FGFR2
LIMB MORPHOGENESIS%GOBP%GO:0035108	limb morphogenesis	0.00247434244561215	0.00247434244561215	1	CTNNB1,TBX3,FGFR2
LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS	LKB1 signaling events	0.000236469530378006	0.000236469530378006	1	MTOR,SMAD4,TP53,STK11
LNCRNA IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4258%HOMO SAPIENS	lncRNA in canonical Wnt signaling and colorectal cancer	0.000945399011013118	0.000945399011013118	1	CTNNB1,CCND1,AXIN2,EZH2,SOX17
LOCOMOTORY BEHAVIOR%GOBP%GO:0007626	locomotory behavior	0.00513862480549148	0.00513862480549148	1	NCOR1,FOXA2,PTEN
LOSS OF FUNCTION OF MECP2 IN RETT SYNDROME%REACTOME DATABASE ID RELEASE 83%9005891	Loss of function of MECP2 in Rett syndrome	0.000272091064586305	0.000272091064586305	1	NCOR1,TBL1XR1,SIN3A
LOSS OF FUNCTION OF SMAD2 3 IN CANCER%REACTOME%R-HSA-3304349.3	Loss of Function of SMAD2 3 in Cancer	5.38737240066021e-05	5.38737240066021e-05	1	SMAD2,SMAD4,TGFBR2
LXR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 83%9024446	LXR-mediated signaling	0.00652053047848968	0.00652053047848968	1	NCOR1,TBL1XR1,EP300
LXRS REGULATE GENE EXPRESSION LINKED TO CHOLESTEROL TRANSPORT AND EFFLUX%REACTOME%R-HSA-9029569.1	LXRs regulate gene expression linked to cholesterol transport and efflux	0.00404085512029053	0.00404085512029053	1	NCOR1,TBL1XR1,EP300
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	lymphocyte differentiation	0.00767585679634692	0.00767585679634692	1	FLT3,ATM,PIK3R1,GATA3,KIT
MACROMOLECULE METHYLATION%GOBP%GO:0043414	macromolecule methylation	0.00358579222380162	0.00358579222380162	1	ATRX,EZH2,SETBP1,SETD2,KDM6A,DNMT3A
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	maintenance of cell number	0.000171753418335199	0.000171753418335199	1	NOTCH1,CTNNB1,KIT,SOX9
MALE GONAD DEVELOPMENT%GOBP%GO:0008584	male gonad development	2.10763507711067e-05	2.10763507711067e-05	1	AR,GATA3,KIT,SOX9,WT1
MALE INFERTILITY%WIKIPATHWAYS_20220510%WP4673%HOMO SAPIENS	Male infertility	0.00258984622455291	0.00258984622455291	1	EP300,NFE2L2,ERCC2,ATM,BRCA2
MALE SEX DIFFERENTIATION%GOBP%GO:0046661	male sex differentiation	1.89716036535005e-06	1.89716036535005e-06	1	AR,GATA3,TBX3,KIT,SOX9,WT1
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20220510%WP4842%HOMO SAPIENS	Mammalian disorder of sexual development	3.16114837792204e-05	3.16114837792204e-05	1	CTNNB1,WT1,SOX9,FGFR2
MAMMARY GLAND DEVELOPMENT PATHWAY - PREGNANCY AND LACTATION (STAGE 3 OF 4)%WIKIPATHWAYS_20220510%WP2817%HOMO SAPIENS	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	0.000889230453071763	0.000889230453071763	1	CCND1,ERBB4,EGFR,CEBPA
MAMMARY GLAND DEVELOPMENT%GOBP%GO:0030879	mammary gland development	0.000128595005605857	0.000128595005605857	1	ERBB4,TBX3,ELF3,ARHGAP35,AKT1,FGFR2
MAP3K1 ROLE IN PROMOTING AND BLOCKING GONADAL DETERMINATION%WIKIPATHWAYS_20220510%WP4872%HOMO SAPIENS	MAP3K1 role in promoting and blocking gonadal determination	0.00025893703718238	0.00025893703718238	1	MAP3K1,CTNNB1,SOX9,FGFR2
MAPK CASCADE%GOBP%GO:0000165	MAPK cascade	0.00033543962248288	0.00033543962248288	1	BRAF,KRAS,FGFR3,LRRK2,NRAS,SOX9,MAP2K4,MAPK8IP1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP382%HOMO SAPIENS	MAPK signaling pathway	2.02984634318469e-05	2.02984634318469e-05	1	FGFR3,FGFR2,LRRK2,NF1,EGFR,TGFBR2,BRAF,MAP2K4,NRAS,KRAS,MAP3K1,MAPK8IP1
MEASLES VIRUS INFECTION%WIKIPATHWAYS_20220510%WP4630%HOMO SAPIENS	Measles virus infection	0.0209432442940839	0.0209432442940839	1	PIK3R1,CCND1,TLR4,CDKN1B
MECP2 AND ASSOCIATED RETT SYNDROME%WIKIPATHWAYS_20220510%WP3584%HOMO SAPIENS	MECP2 and associated Rett syndrome	5.9988857253541e-10	5.9988857253541e-10	1	CTCF,NCOR1,SIN3A,SMC3,TAF1,TET2,NF1,MTOR,PTEN,EZH2
MEIOSIS%REACTOME%R-HSA-1500620.2	Meiosis	1.73048202094309e-06	1.73048202094309e-06	1	ATR,SMC3,RAD21,STAG2,BRCA1,BRCA2,SMC1A,ATM
MEIOTIC CELL CYCLE%GOBP%GO:0051321	meiotic cell cycle	0.0261211514130674	0.0261211514130674	1	SMC3,SMC1A,ATM,RAD21
MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.2	Meiotic recombination	0.00514553426630699	0.00514553426630699	1	BRCA1,BRCA2,ATM
MEIOTIC SISTER CHROMATID COHESION%GOBP%GO:0051177	meiotic sister chromatid cohesion	0.00029528474934418	0.00029528474934418	1	RAD21,SMC1A,SMC3
MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.1	Meiotic synapsis	2.41915982190305e-05	2.41915982190305e-05	1	ATR,SMC3,RAD21,STAG2,BRCA1,SMC1A
MELANOMA%WIKIPATHWAYS_20220510%WP4685%HOMO SAPIENS	Melanoma	1.17958764091449e-08	1.17958764091449e-08	1	PIK3R1,BRAF,CCND1,ERBB4,KIT,RB1,NRAS,NF1,PTEN,CDKN1A,KRAS,CDKN2A
MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0048762	mesenchymal cell differentiation	1.34324000763954e-05	1.34324000763954e-05	1	NOTCH1,CTNNB1,TBX3,SOX9,FGFR2,ERBB4,SMAD4,HGF
MESENCHYME DEVELOPMENT%GOBP%GO:0060485	mesenchyme development	1.2746828644077e-07	1.2746828644077e-07	1	NOTCH1,CTNNB1,TBX3,SOX9,FGFR2,ERBB4,SMAD2,SMAD4,APC,TGFBR2,HGF,WT1
MESENCHYME MORPHOGENESIS%GOBP%GO:0072132	mesenchyme morphogenesis	3.06316052210799e-06	3.06316052210799e-06	1	NOTCH1,TGFBR2,SMAD2,TBX3,SOX9,APC
MESODERMAL COMMITMENT PATHWAY%WIKIPATHWAYS_20220510%WP2857%HOMO SAPIENS	Mesodermal commitment pathway	1.10051064259551e-11	1.10051064259551e-11	1	GATA3,CCND1,FOXA2,NFE2L2,SMAD4,SOX17,FOXA1,SETD2,ARID5B,PHF6,ACVR2A,AXIN2,TBX3,SMAD2
MESONEPHRIC EPITHELIUM DEVELOPMENT%GOBP%GO:0072163	mesonephric epithelium development	0.00126567309377298	0.00126567309377298	1	FGFR2,GATA3,WT1
MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164	mesonephric tubule development	0.00126567309377298	0.00126567309377298	1	FGFR2,GATA3,WT1
MESONEPHROS DEVELOPMENT%GOBP%GO:0001823	mesonephros development	0.00163015564048873	0.00163015564048873	1	FGFR2,GATA3,WT1
MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20220510%WP4205%HOMO SAPIENS	MET in type 1 papillary renal cell carcinoma	0.000649650035140562	0.000649650035140562	1	PIK3R1,PTPN11,BRAF,NRAS,CDKN1A,KRAS,HGF
METANEPHRIC NEPHRON DEVELOPMENT%GOBP%GO:0072210	metanephric nephron development	0.00031294481877661	0.00031294481877661	1	PDGFRA,SOX9,WT1
METANEPHROS DEVELOPMENT%GOBP%GO:0001656	metanephros development	2.10763507711067e-05	2.10763507711067e-05	1	SOX17,PDGFRA,SOX9,GATA3,WT1
METHYLATION%GOBP%GO:0032259	methylation	0.0042851631473182	0.0042851631473182	1	ATRX,EZH2,SETBP1,SETD2,KDM6A,DNMT3A
MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20220510%WP1544%HOMO SAPIENS	MicroRNAs in cardiomyocyte hypertrophy	0.00102138422523077	0.00102138422523077	1	PIK3R1,CTNNB1,FGFR2,MAP2K4,MTOR
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.00253457407694642	0.00253457407694642	1	SMC3,SMC1A,CHEK2,STAG2,SETD2
MICROTUBULE ORGANIZING CENTER ORGANIZATION%GOBP%GO:0031023	microtubule organizing center organization	0.0163084542509865	0.0163084542509865	1	CTNNB1,NPM1,BRCA2
MIDBRAIN DEVELOPMENT%GOBP%GO:0030901	midbrain development	0.00868143654393527	0.00868143654393527	1	CTNNB1,TAF1,FGFR2
MIRNA REGULATION OF DNA DAMAGE RESPONSE%WIKIPATHWAYS_20220510%WP1530%HOMO SAPIENS	miRNA regulation of DNA damage response	5.49044898616207e-09	5.49044898616207e-09	1	CCND1,ATR,RB1,BRCA1,CHEK2,CDKN1B,ATM,CDKN1A,SMC1A
MIRNA REGULATION OF P53 PATHWAY IN PROSTATE CANCER%WIKIPATHWAYS_20220510%WP3982%HOMO SAPIENS	miRNA regulation of p53 pathway in prostate cancer	0.000450214379850669	0.000450214379850669	1	CHEK2,ATM,PTEN
MIRNA REGULATION OF PROSTATE CANCER SIGNALING PATHWAYS%WIKIPATHWAYS_20220510%WP3981%HOMO SAPIENS	miRNA regulation of prostate cancer signaling pathways	3.48862048100955e-06	3.48862048100955e-06	1	CDKN1B,CTNNB1,CCND1,MTOR,CDKN1A,KRAS
MIRNAS INVOLVED IN DNA DAMAGE RESPONSE%WIKIPATHWAYS_20220510%WP1545%HOMO SAPIENS	miRNAs involved in DNA damage response	3.48792317570997e-06	3.48792317570997e-06	1	CDKN1A,CDKN1B,CCND1,ATM
MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.2	Mitochondrial biogenesis	0.0274632940693845	0.0274632940693845	1	IDH2,NCOR1,TBL1XR1
MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 83%68882	Mitotic Anaphase	0.0224227644334801	0.0224227644334801	1	SMC3,RAD21,STAG2,SMC1A,PPP2R1A
MITOTIC CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0007093	mitotic cell cycle checkpoint signaling	1.4601532582252e-06	1.4601532582252e-06	1	CCND1,ATM,CHEK2,APC,CDKN1A,CDKN1B,BRCA1,TP53
MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:0044772	mitotic cell cycle phase transition	0.000491325724559486	0.000491325724559486	1	CCND1,CHEK2,ACVR1B,CDKN1A,RB1,CDKN1B
MITOTIC DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0044773	mitotic DNA damage checkpoint signaling	1.17159284966689e-06	1.17159284966689e-06	1	CCND1,ATM,CDKN1A,CDKN1B,BRCA1,TP53,CHEK2
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	mitotic DNA integrity checkpoint signaling	1.54496086359655e-06	1.54496086359655e-06	1	CCND1,ATM,CDKN1A,CDKN1B,BRCA1,TP53,CHEK2
MITOTIC G1 DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0031571	mitotic G1 DNA damage checkpoint signaling	1.13165147343757e-07	1.13165147343757e-07	1	CCND1,ATM,CDKN1A,CDKN1B,TP53,CHEK2
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME DATABASE ID RELEASE 83%453279	Mitotic G1 phase and G1 S transition	0.000320005329909834	0.000320005329909834	1	CDKN2A,PPP2R1A,RB1,CDKN1A,CDKN1B,CCND1,AKT1,CDKN2C
MITOTIC G1/S TRANSITION CHECKPOINT SIGNALING%GOBP%GO:0044819	mitotic G1/S transition checkpoint signaling	1.13165147343757e-07	1.13165147343757e-07	1	CCND1,ATM,CDKN1A,CDKN1B,TP53,CHEK2
MITOTIC G2 DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0007095	mitotic G2 DNA damage checkpoint signaling	0.00168613737600613	0.00168613737600613	1	ATM,CDKN1A,BRCA1
MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.2	Mitotic G2-G2 M phases	0.00550555281602307	0.00550555281602307	1	TP53,PPP2R1A,AJUBA,CDKN1A,EP300
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	mitotic G2/M transition checkpoint	0.00415662514497973	0.00415662514497973	1	ATM,CDKN1A,BRCA1
MITOTIC METAPHASE AND ANAPHASE%REACTOME%R-HSA-2555396.2	Mitotic Metaphase and Anaphase	0.0227637108050862	0.0227637108050862	1	SMC3,RAD21,STAG2,SMC1A,PPP2R1A
MITOTIC NUCLEAR DIVISION%GOBP%GO:0140014	mitotic nuclear division	0.0189801247019077	0.0189801247019077	1	SMC3,SMC1A,CHEK2,STAG2
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 83%68877	Mitotic Prometaphase	0.0117333247879206	0.0117333247879206	1	SMC3,RAD21,STAG2,SMC1A,PPP2R1A
MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0007064	mitotic sister chromatid cohesion	3.17303909320912e-06	3.17303909320912e-06	1	RAD21,STAG2,RB1,SMC1A,SMC3
MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0000070	mitotic sister chromatid segregation	0.0135189757268808	0.0135189757268808	1	SMC3,SMC1A,CHEK2,STAG2
MITOTIC SPINDLE ASSEMBLY%GOBP%GO:0090307	mitotic spindle assembly	0.000805846108676444	0.000805846108676444	1	STAG2,SMC3,SMC1A,CHEK2
MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0007052	mitotic spindle organization	0.00526649943769046	0.00526649943769046	1	STAG2,SMC3,SMC1A,CHEK2
MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131	mononuclear cell differentiation	0.00526649943769046	0.00526649943769046	1	FLT3,ATM,KIT,PIK3R1,GATA3,TGFBR2
MONOUBIQUITINATED PROTEIN DEUBIQUITINATION%GOBP%GO:0035520	monoubiquitinated protein deubiquitination	0.00201822303546062	0.00201822303546062	1	BAP1,USP9X,ASXL1
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GOBP%GO:0061138	morphogenesis of a branching epithelium	4.05020830121627e-05	4.05020830121627e-05	1	CTNNB1,TGFBR2,SOX9,FGFR2,WT1
MORPHOGENESIS OF A BRANCHING STRUCTURE%GOBP%GO:0001763	morphogenesis of a branching structure	6.14951237829909e-05	6.14951237829909e-05	1	CTNNB1,TGFBR2,SOX9,FGFR2,WT1
MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009	morphogenesis of an epithelium	1.23484952484538e-05	1.23484952484538e-05	1	CTNNB1,ARHGAP35,NOTCH1,SOX17,SOX9,FGFR2,GATA3,TGFBR2,WT1
MORPHOGENESIS OF EMBRYONIC EPITHELIUM%GOBP%GO:0016331	morphogenesis of embryonic epithelium	0.00372564113076173	0.00372564113076173	1	GATA3,SOX9,FGFR2
MRNA PROCESSING%WIKIPATHWAYS_20220510%WP411%HOMO SAPIENS	mRNA processing	0.0088573390211873	0.0088573390211873	1	U2AF1,SPOP,SF3B1,SMC1A
MRNA SPLICING%REACTOME DATABASE ID RELEASE 83%72172	mRNA Splicing	0.166953314600734	0.166953314600734	1	SF3B1,U2AF1,PCBP1
MUSCLE CELL DEVELOPMENT%GOBP%GO:0055001	muscle cell development	0.014103014530769	0.014103014530769	1	NOTCH1,TBX3,PDGFRA
MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692	muscle cell differentiation	0.00914681572983641	0.00914681572983641	1	NOTCH1,TBX3,PDGFRA,WT1
MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0007517	muscle organ development	0.0050114452705391	0.0050114452705391	1	NOTCH1,FGFR2,EGR3,SMAD4,WT1
MUSCLE ORGAN MORPHOGENESIS%GOBP%GO:0048644	muscle organ morphogenesis	0.0034933763436585	0.0034933763436585	1	NOTCH1,SMAD4,FGFR2
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	muscle tissue development	0.000557363535416689	0.000557363535416689	1	NOTCH1,TBX3,FGFR2,SMAD4,PDGFRA,WT1
MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0060415	muscle tissue morphogenesis	0.0034933763436585	0.0034933763436585	1	NOTCH1,SMAD4,FGFR2
MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME DATABASE ID RELEASE 83%975155	MyD88 dependent cascade initiated on endosome	0.00462407269873192	0.00462407269873192	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
MYD88-INDEPENDENT TLR4 CASCADE%REACTOME DATABASE ID RELEASE 83%166166	MyD88-independent TLR4 cascade	0.00132172352465397	0.00132172352465397	1	MAP2K4,TLR4,TP53,PPP2R1A,PTPN11
MYD88:MAL(TIRAP) CASCADE INITIATED ON PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 83%166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.00587750519653506	0.00587750519653506	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
MYELOID CELL DIFFERENTIATION%GOBP%GO:0030099	myeloid cell differentiation	0.00062927670001995	0.00062927670001995	1	CEBPA,GATA3,TET2,TGFBR2,KIT,RUNX1
MYELOID LEUKOCYTE ACTIVATION%GOBP%GO:0002274	myeloid leukocyte activation	0.00332278980833352	0.00332278980833352	1	TLR4,PIK3CG,TGFBR2,KIT
MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002573	myeloid leukocyte differentiation	0.000375890982811663	0.000375890982811663	1	GATA3,TGFBR2,KIT,CEBPA,RUNX1
NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20220510%WP4336%HOMO SAPIENS	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	0.00439329984761561	0.00439329984761561	1	CTNNB1,CCND1,EZH2,SOX17
NECTIN ADHESION PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NECTIN ADHESION PATHWAY	Nectin adhesion pathway	8.66458963740161e-05	8.66458963740161e-05	1	PIK3CA,CDH1,CTNNB1,PIK3R1
NEDDYLATION%REACTOME%R-HSA-8951664.5	Neddylation	0.00180756993476916	0.00180756993476916	1	KEAP1,FBXW7,CDKN1A,VHL,BRCA1,NFE2L2
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	negative regulation of apoptotic signaling pathway	0.000185719276381918	0.000185719276381918	1	AR,LRRK2,NFE2L2,AKT1,HGF,RB1,BRCA1
NEGATIVE REGULATION OF AUTOPHAGY%GOBP%GO:0010507	negative regulation of autophagy	5.72333985136338e-05	5.72333985136338e-05	1	AKT1,MTOR,VHL,LRRK2,HGF,PIK3CA
NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100	negative regulation of binding	0.00785709611991236	0.00785709611991236	1	SIN3A,LRRK2,AKT1,TAF1,CDKN1A
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090090	negative regulation of canonical Wnt signaling pathway	0.00258001759523552	0.00258001759523552	1	SOX17,SOX9,AXIN2,STK11,APC
NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045912	negative regulation of carbohydrate metabolic process	0.00513862480549148	0.00513862480549148	1	NCOR1,EP300,FOXA2
NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866	negative regulation of cell activation	0.0125667792966047	0.0125667792966047	1	ATM,CBFB,PDGFRA,RUNX1
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	negative regulation of cell adhesion	0.000336157564461632	0.000336157564461632	1	CDKN2A,CBFB,NOTCH1,PTEN,AKT1,CDH1,RUNX1
NEGATIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902807	negative regulation of cell cycle G1/S phase transition	1.71859376368707e-09	1.71859376368707e-09	1	CCND1,PTEN,APC,ATM,CDKN1A,RB1,CDKN1B,TP53,CHEK2
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	negative regulation of cell cycle G2/M phase transition	0.0066675500774534	0.0066675500774534	1	ATM,CDKN1A,BRCA1
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901988	negative regulation of cell cycle phase transition	1.2746828644077e-07	1.2746828644077e-07	1	CCND1,PTEN,ATM,ATR,CHEK2,APC,CDKN1A,RB1,CDKN1B,BRCA1,TP53
NEGATIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010948	negative regulation of cell cycle process	1.10639109059965e-08	1.10639109059965e-08	1	CCND1,ATRX,ATM,ATR,APC,RB1,BRCA1,NPM1,PTEN,CHEK2,CDKN1A,CDKN1B,TP53
NEGATIVE REGULATION OF CELL DEVELOPMENT%GOBP%GO:0010721	negative regulation of cell development	0.000701822421269532	0.000701822421269532	1	NOTCH1,TLR4,FBXW7,PTEN,CBFB,RUNX1
NEGATIVE REGULATION OF CELL GROWTH%GOBP%GO:0030308	negative regulation of cell growth	1.08737064351014e-09	1.08737064351014e-09	1	CDKN2A,CDKN2C,SOX17,PPP2R1A,SMAD4,STK11,ACVR1B,CDKN1A,RB1,CDKN1B,BRCA1,TP53,WT1
NEGATIVE REGULATION OF CELL MIGRATION%GOBP%GO:0030336	negative regulation of cell migration	0.00120077656729804	0.00120077656729804	1	NAV3,EPPK1,NOTCH1,SIN3A,PTEN,AKT1,CDH1
NEGATIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022408	negative regulation of cell-cell adhesion	0.00574354924585733	0.00574354924585733	1	NOTCH1,CBFB,AKT1,CDH1,RUNX1
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812	negative regulation of cell-substrate adhesion	0.000130945344144594	0.000130945344144594	1	NOTCH1,CDKN2A,PTEN
NEGATIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031330	negative regulation of cellular catabolic process	0.00127188517230984	0.00127188517230984	1	MTOR,VHL,LRRK2,AXIN2,AKT1,HGF,PIK3CA
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	negative regulation of chromosome organization	0.00446951641656326	0.00446951641656326	1	APC,ATRX,ATM
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	negative regulation of cold-induced thermogenesis	0.000115315225186822	0.000115315225186822	1	NOTCH1,TLR4,RB1,STK11
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030	negative regulation of cyclin-dependent protein kinase activity	2.98259316768476e-08	2.98259316768476e-08	1	CEBPA,CDKN1A,CDKN1B,CDKN2A,PTEN,APC
