GO.ID	Description	p.Val	FDR	Phenotype	Genes
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GOBP%GO:0060560	developmental growth involved in morphogenesis	0.0003493338640428389	0.0003493338640428389	+1	NOTCH1,CTNNB1,SOX9,FGFR2,USP9X
REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045661	regulation of myoblast differentiation	0.0003493338640428389	0.0003493338640428389	+1	ARID1A,PBRM1,NOTCH1,TBX3,SOX9
NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20240510%WP2064%HOMO SAPIENS	Neural crest differentiation	0.00035943363566007675	0.00035943363566007675	+1	NOTCH1,CTNNB1,SOX9,FGFR2,FGFR3,AXIN2
DOWNREGULATION OF SMAD2 3:SMAD4 TRANSCRIPTIONAL ACTIVITY%REACTOME%R-HSA-2173795.6	Downregulation of SMAD2 3:SMAD4 transcriptional activity	0.00037089347316908325	0.00037089347316908325	+1	SMAD4,USP9X,NCOR1,SMAD2
REGULATION OF HEART GROWTH%GOBP%GO:0060420	regulation of heart growth	0.00037089347316908325	0.00037089347316908325	+1	NOTCH1,RUNX1,WT1,FGFR2
SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE	Signaling events mediated by focal adhesion kinase	0.00037640400460776973	0.00037640400460776973	+1	PIK3CA,ARHGAP35,MAP2K4,BRAF,CCND1
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.5	DNA Damage Telomere Stress Induced Senescence	0.00040813256850294883	0.00040813256850294883	+1	TP53,RB1,ATM,CDKN1B,CDKN1A
PRIMARY OVARIAN INSUFFICIENCY%WIKIPATHWAYS_20240510%WP5316%HOMO SAPIENS	Primary ovarian insufficiency	0.00041379545893383446	0.00041379545893383446	+1	PTEN,ATM,WT1,BRCA1,KIT,BRCA2,TGFBR2
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	positive regulation of hemopoiesis	0.00041379545893383446	0.00041379545893383446	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	positive regulation of leukocyte differentiation	0.00041379545893383446	0.00041379545893383446	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB
OSTEOBLAST DIFFERENTIATION AND RELATED DISEASES%WIKIPATHWAYS_20240510%WP4787%HOMO SAPIENS	Osteoblast differentiation and related diseases	0.0004166453092063788	0.0004166453092063788	+1	NOTCH1,CTNNB1,SOX9,FGFR2,SMAD4,FGFR3
VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412	ventricular septum morphogenesis	0.0004166453092063788	0.0004166453092063788	+1	NOTCH1,FGFR2,SMAD4,TGFBR2
PRION DISEASE PATHWAY%WIKIPATHWAYS_20240510%WP3995%HOMO SAPIENS	Prion disease pathway	0.0004166453092063788	0.0004166453092063788	+1	CTCF,EP300,SMC3,RAD21
RUNX2 REGULATES BONE DEVELOPMENT%REACTOME DATABASE ID RELEASE 81%8941326	RUNX2 regulates bone development	0.0004166453092063788	0.0004166453092063788	+1	RB1,AR,SMAD4,CBFB
MEIOTIC SISTER CHROMATID COHESION%GOBP%GO:0051177	meiotic sister chromatid cohesion	0.0004310913867075054	0.0004310913867075054	+1	SMC1A,SMC3,RAD21
TGF SMAD SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP5382%HOMO SAPIENS	TGF Smad signaling pathway	0.0004310913867075054	0.0004310913867075054	+1	SMAD4,TGFBR2,SMAD2
DISORDERS OF NERVOUS SYSTEM DEVELOPMENT%REACTOME DATABASE ID RELEASE 81%9697154	Disorders of Nervous System Development	0.0004310913867075054	0.0004310913867075054	+1	SIN3A,TBL1XR1,NCOR1
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.6	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.0004310913867075054	0.0004310913867075054	+1	TP53,BAP1,ATM,BRCA1,CHEK2
NFE2L2 REGULATING TUMORIGENIC GENES%REACTOME DATABASE ID RELEASE 81%9818030	NFE2L2 regulating tumorigenic genes	0.0004310913867075054	0.0004310913867075054	+1	NOTCH1,NFE2L2,EP300
DISORDERS OF DEVELOPMENTAL BIOLOGY%REACTOME%R-HSA-9675151.4	Disorders of Developmental Biology	0.0004310913867075054	0.0004310913867075054	+1	SIN3A,TBL1XR1,NCOR1
PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108	peptidyl-tyrosine phosphorylation	0.0004310913867075054	0.0004310913867075054	+1	EGFR,FLT3,EPHA3,PDGFRA,FGFR2
LOSS OF FUNCTION OF MECP2 IN RETT SYNDROME%REACTOME DATABASE ID RELEASE 81%9005891	Loss of function of MECP2 in Rett syndrome	0.0004310913867075054	0.0004310913867075054	+1	SIN3A,TBL1XR1,NCOR1
COREGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%COREGULATION OF ANDROGEN RECEPTOR ACTIVITY	Coregulation of Androgen receptor activity	0.0004310913867075054	0.0004310913867075054	+1	CDKN2A,CTNNB1,AR,BRCA1,CCND1
PERVASIVE DEVELOPMENTAL DISORDERS%REACTOME DATABASE ID RELEASE 81%9005895	Pervasive developmental disorders	0.0004310913867075054	0.0004310913867075054	+1	SIN3A,TBL1XR1,NCOR1
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	peptidyl-tyrosine modification	0.00044751618481031605	0.00044751618481031605	+1	EGFR,FLT3,EPHA3,PDGFRA,FGFR2
CELLULAR RESPONSE TO CHEMICAL STRESS%GOBP%GO:0062197	cellular response to chemical stress	0.00044751618481031605	0.00044751618481031605	+1	TP53,PIK3CA,EGFR,KEAP1,NFE2L2,ATM,LRRK2,PDGFRA
DNA DOUBLE STRAND BREAK RESPONSE%REACTOME%R-HSA-5693606.4	DNA Double Strand Break Response	0.00044751618481031605	0.00044751618481031605	+1	TP53,BAP1,ATM,BRCA1,CHEK2
COHESIN COMPLEX CORNELIA DE LANGE SYNDROME%WIKIPATHWAYS_20240510%WP5117%HOMO SAPIENS	Cohesin complex Cornelia de Lange syndrome	0.00044898271399362475	0.00044898271399362475	+1	PPP2R1A,SMC1A,SMC3,RAD21
ORGAN GROWTH%GOBP%GO:0035265	organ growth	0.00044898271399362475	0.00044898271399362475	+1	NOTCH1,SOX9,FGFR2,FGFR3
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%453279	Mitotic G1 phase and G1 S transition	0.0004597605740680238	0.0004597605740680238	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
NEGATIVE REGULATION OF CELL DEVELOPMENT%GOBP%GO:0010721	negative regulation of cell development	0.00047878521840803245	0.00047878521840803245	+1	PTEN,NF1,NOTCH1,FBXW7,RUNX1,TLR4,CBFB
PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY	PID_PDGFRB_PATHWAY	0.0004884780421402531	0.0004884780421402531	+1	PTEN,ARHGAP35,MAP2K4,BRAF,PPP2R1A,PTPN11
REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000278	regulation of DNA biosynthetic process	0.0004884780421402531	0.0004884780421402531	+1	TP53,CTNNB1,ATM,HGF,CDKN1A,ATR
SIGNALING BY FGFR3%REACTOME%R-HSA-5654741.4	Signaling by FGFR3	0.0005045383578990651	0.0005045383578990651	+1	PIK3CA,BRAF,PPP2R1A,PTPN11
CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	cardiac septum development	0.000511159568490409	0.000511159568490409	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	regulation of reactive oxygen species metabolic process	0.000511159568490409	0.000511159568490409	+1	TP53,TLR4,BRCA1,LRRK2,TGFBR2,CDKN1A
SPINAL CORD INJURY%WIKIPATHWAYS_20240510%WP2431%HOMO SAPIENS	Spinal cord injury	0.000511159568490409	0.000511159568490409	+1	EGFR,RB1,SOX9,CDKN1B,TLR4,CCND1
PROTEIN STABILIZATION%GOBP%GO:0050821	protein stabilization	0.0005178171735301086	0.0005178171735301086	+1	PTEN,VHL,FBXW7,CHEK2,EP300,USP9X,SOX17,TAF1
ATRIOVENTRICULAR CANAL DEVELOPMENT%GOBP%GO:0036302	atrioventricular canal development	0.0005412850331219642	0.0005412850331219642	+1	TBX3,SMAD4,PTPN11
NEGATIVE REGULATION OF GENE EXPRESSION VIA CHROMOSOMAL CPG ISLAND METHYLATION%GOBP%GO:0044027	negative regulation of gene expression via chromosomal CpG island methylation	0.0005412850331219642	0.0005412850331219642	+1	DNMT3A,WT1,BRCA1
RHYTHMIC BEHAVIOR%GOBP%GO:0007622	rhythmic behavior	0.0005412850331219642	0.0005412850331219642	+1	TP53,PTEN,NCOR1
CIRCADIAN BEHAVIOR%GOBP%GO:0048512	circadian behavior	0.0005412850331219642	0.0005412850331219642	+1	TP53,PTEN,NCOR1
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	regulation of lipase activity	0.0005438585264883572	0.0005438585264883572	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
REGIONALIZATION%GOBP%GO:0003002	regionalization	0.0005466262003205182	0.0005466262003205182	+1	NOTCH1,TBX3,WT1,FGFR2,FOXA2,TGFBR2,SOX17,SMAD2
ONCOGENE INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 81%2559585	Oncogene Induced Senescence	0.0005541496416678722	0.0005541496416678722	+1	TP53,CDKN2A,RB1,CDKN2C
NEGATIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010719	negative regulation of epithelial to mesenchymal transition	0.0005541496416678722	0.0005541496416678722	+1	PTEN,GATA3,FOXA1,FOXA2
POSITIVE REGULATION OF DNA REPLICATION%GOBP%GO:0045740	positive regulation of DNA replication	0.0005541496416678722	0.0005541496416678722	+1	EGFR,CDKN1B,ATRX,CDKN1A
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	regulation of lymphocyte differentiation	0.0005912122287149237	0.0005912122287149237	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB
CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060070	canonical Wnt signaling pathway	0.0006692182437991393	0.0006692182437991393	+1	PTEN,GATA3,CTNNB1,LRRK2,AXIN2
IMPAIRED BRCA2 BINDING TO RAD51%REACTOME DATABASE ID RELEASE 81%9709570	Impaired BRCA2 binding to RAD51	0.0006941729997453468	0.0006941729997453468	+1	ATM,BRCA1,BRCA2,ATR
SIGNALING BY FGFR4%REACTOME%R-HSA-5654743.4	Signaling by FGFR4	0.0006941729997453468	0.0006941729997453468	+1	PIK3CA,BRAF,PPP2R1A,PTPN11
VASCULOGENESIS%GOBP%GO:0001570	vasculogenesis	0.0006941729997453468	0.0006941729997453468	+1	NOTCH1,WT1,TGFBR2,SOX17
REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0006981335741075008	0.0006981335741075008	+1	NOTCH1,STK11,EP300,SMAD4,TGFBR2,ACVR1B,ACVR2A,SMAD2
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	FGF signaling pathway	0.0007089187691279237	0.0007089187691279237	+1	PIK3CA,MAP2K4,PIK3CG,FGFR2,FGFR3
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0007089187691279237	0.0007089187691279237	+1	KEAP1,CEBPA,LRRK2,TAF1,AXIN2
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.0007379426527897607	0.0007379426527897607	+1	TP53,EGFR,FBXW7,FLT3,KIT,FGFR3,PTPN11
REGULATION OF DNA REPAIR%GOBP%GO:0006282	regulation of DNA repair	0.0007379426527897607	0.0007379426527897607	+1	ARID1A,PBRM1,EGFR,BRCA1,POLQ,SETD2,ATR,AXIN2
REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0007385571201657091	0.0007385571201657091	+1	KEAP1,CEBPA,LRRK2,USP9X,TAF1,AXIN2
REGULATION OF DNA REPLICATION%GOBP%GO:0006275	regulation of DNA replication	0.0007385571201657091	0.0007385571201657091	+1	EGFR,CDKN1B,ATRX,CDKN1A,ATR,SMC3
PID_P73PATHWAY%MSIGDB_C2%PID_P73PATHWAY	PID_P73PATHWAY	0.0007519375547938452	0.0007519375547938452	+1	RB1,WT1,EP300,BRCA2,CDKN1A
FLT3 SIGNALING%REACTOME%R-HSA-9607240.8	FLT3 Signaling	0.0007563852059931015	0.0007563852059931015	+1	PIK3CA,FLT3,CDKN1B,PTPN11
E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION	E-cadherin signaling in the nascent adherens junction	0.0007563852059931015	0.0007563852059931015	+1	PIK3CA,CTNNB1,CDH1,CCND1
MAMMARY GLAND DEVELOPMENT%GOBP%GO:0030879	mammary gland development	0.0007563852059931015	0.0007563852059931015	+1	ARHGAP35,TBX3,ELF3,FGFR2
ABERRANT REGULATION OF MITOTIC CELL CYCLE DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 81%9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects	0.0007563852059931015	0.0007563852059931015	+1	RB1,CDKN1B,CCND1,CDKN1A
CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0034599	cellular response to oxidative stress	0.0007816968214292002	0.0007816968214292002	+1	TP53,EGFR,KEAP1,NFE2L2,ATM,LRRK2,PDGFRA
ADIPOGENESIS%WIKIPATHWAYS_20240510%WP236%HOMO SAPIENS	Adipogenesis	0.0008030906129872937	0.0008030906129872937	+1	GATA3,RB1,CTNNB1,CEBPA,CDKN1A,NCOR1
CARDIAC LEFT VENTRICLE MORPHOGENESIS%GOBP%GO:0003214	cardiac left ventricle morphogenesis	0.0008273698889061473	0.0008273698889061473	+1	NOTCH1,SMAD4,TGFBR2
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST%REACTOME%R-HSA-6804116.5	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.0008273698889061473	0.0008273698889061473	+1	TP53,CDKN1B,CDKN1A
SPRY REGULATION OF FGF SIGNALING%REACTOME%R-HSA-1295596.3	Spry regulation of FGF signaling	0.0008273698889061473	0.0008273698889061473	+1	BRAF,PPP2R1A,PTPN11
NEGATIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048640	negative regulation of developmental growth	0.0008273698889061473	0.0008273698889061473	+1	PTEN,CDKN1B,FGFR3,CDKN1A
P53 SIGNALING PATHWAY%PATHWHIZ%PW064774	P53 Signaling Pathway	0.0008273698889061473	0.0008273698889061473	+1	RB1,CCND1,CDKN1A
EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048704	embryonic skeletal system morphogenesis	0.0008273698889061473	0.0008273698889061473	+1	CTNNB1,PDGFRA,FGFR2,TGFBR2
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY	0.0008273698889061473	0.0008273698889061473	+1	NF1,CEBPA,FOXA1,FOXA2
REGULATION OF BINDING%GOBP%GO:0051098	regulation of binding	0.0008325380796712354	0.0008325380796712354	+1	GATA3,RB1,LRRK2,USP9X,CDKN1A,TAF1,NSD1,SMAD2
BIOCARTA_PTEN_PATHWAY%MSIGDB_C2%BIOCARTA_PTEN_PATHWAY	BIOCARTA_PTEN_PATHWAY	0.0009946116000491701	0.0009946116000491701	+1	PTEN,EGFR,CDKN1B
EMBRYONIC CRANIAL SKELETON MORPHOGENESIS%GOBP%GO:0048701	embryonic cranial skeleton morphogenesis	0.0009946116000491701	0.0009946116000491701	+1	PDGFRA,FGFR2,TGFBR2
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090090	negative regulation of canonical Wnt signaling pathway	0.0009946116000491701	0.0009946116000491701	+1	APC,STK11,SOX9,SMAD4,SOX17,AXIN2
CTNNB1 S45 MUTANTS AREN'T PHOSPHORYLATED%REACTOME%R-HSA-5358751.4	CTNNB1 S45 mutants aren't phosphorylated	0.0009946116000491701	0.0009946116000491701	+1	APC,CTNNB1,PPP2R1A
REGULATION OF MESENCHYMAL CELL PROLIFERATION%GOBP%GO:0010464	regulation of mesenchymal cell proliferation	0.0009946116000491701	0.0009946116000491701	+1	SOX9,FGFR2,TGFBR2
CTNNB1 S33 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 81%5358747	CTNNB1 S33 mutants aren't phosphorylated	0.0009946116000491701	0.0009946116000491701	+1	APC,CTNNB1,PPP2R1A
CTNNB1 S37 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 81%5358749	CTNNB1 S37 mutants aren't phosphorylated	0.0009946116000491701	0.0009946116000491701	+1	APC,CTNNB1,PPP2R1A
CTNNB1 T41 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 81%5358752	CTNNB1 T41 mutants aren't phosphorylated	0.0009946116000491701	0.0009946116000491701	+1	APC,CTNNB1,PPP2R1A
SIGNALING BY GSK3BETA MUTANTS%REACTOME DATABASE ID RELEASE 81%5339716	Signaling by GSK3beta mutants	0.0009946116000491701	0.0009946116000491701	+1	APC,CTNNB1,PPP2R1A
RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007265	Ras protein signal transduction	0.0009946116000491701	0.0009946116000491701	+1	TP53,NF1,CDKN2A,RB1,CDKN1A
NEGATIVE REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045662	negative regulation of myoblast differentiation	0.0009946116000491701	0.0009946116000491701	+1	NOTCH1,TBX3,SOX9
CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.0009946116000491701	0.0009946116000491701	+1	PIK3CA,NOTCH1,PDGFRA,EGR3
SIGNALING BY CTNNB1 PHOSPHO-SITE MUTANTS%REACTOME DATABASE ID RELEASE 81%4839743	Signaling by CTNNB1 phospho-site mutants	0.0009946116000491701	0.0009946116000491701	+1	APC,CTNNB1,PPP2R1A
PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY	PID_TGFBR_PATHWAY	0.0009946116000491701	0.0009946116000491701	+1	CTNNB1,SMAD4,TGFBR2,SMAD2
TRANSCRIPTIONAL REGULATION BY VENTX%REACTOME DATABASE ID RELEASE 81%8853884	Transcriptional Regulation by VENTX	0.0009946116000491701	0.0009946116000491701	+1	TP53,CDKN2A,CTNNB1,CCND1
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.00101144262595581	0.00101144262595581	+1	TP53,FBXW7,FLT3,KIT,FGFR3,PTPN11
RHYTHMIC PROCESS%GOBP%GO:0048511	rhythmic process	0.00101144262595581	0.00101144262595581	+1	TP53,PTEN,PDGFRA,EP300,EGR3,NCOR1
REGULATION OF ACTIN CYTOSKELETON%WIKIPATHWAYS_20240510%WP51%HOMO SAPIENS	Regulation of actin cytoskeleton	0.00101144262595581	0.00101144262595581	+1	EGFR,ARHGAP35,BRAF,PDGFRA,FGFR2,FGFR3
SIGNALING EVENTS MEDIATED BY TCPTP%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY TCPTP	Signaling events mediated by TCPTP	0.001072828386123987	0.001072828386123987	+1	PIK3CA,EGFR,HGF,ATR
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART VALVE MORPHOGENESIS%GOBP%GO:0003250	regulation of cell proliferation involved in heart valve morphogenesis	0.001072828386123987	0.001072828386123987	+1	NOTCH1,SMAD4
PROSTATE GLAND EPITHELIUM MORPHOGENESIS%GOBP%GO:0060740	prostate gland epithelium morphogenesis	0.001072828386123987	0.001072828386123987	+1	SOX9,FGFR2
SMAD2 3 MH2 DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-3315487.4	SMAD2 3 MH2 Domain Mutants in Cancer	0.001072828386123987	0.001072828386123987	+1	SMAD4,SMAD2
E-CADHERIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING EVENTS	E-cadherin signaling events	0.001072828386123987	0.001072828386123987	+1	CTNNB1,CDH1
SMAD4 MH2 DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 81%3311021	SMAD4 MH2 Domain Mutants in Cancer	0.001072828386123987	0.001072828386123987	+1	SMAD4,SMAD2
FOXA TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA TRANSCRIPTION FACTOR NETWORKS	FOXA transcription factor networks	0.001072828386123987	0.001072828386123987	+1	FOXA1,FOXA2
LOSS OF FUNCTION OF SMAD4 IN CANCER%REACTOME DATABASE ID RELEASE 81%3304347	Loss of Function of SMAD4 in Cancer	0.001072828386123987	0.001072828386123987	+1	SMAD4,SMAD2
POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638	positive regulation of alpha-beta T cell differentiation	0.001072828386123987	0.001072828386123987	+1	RUNX1,EP300,TGFBR2,CBFB
NEGATIVE REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000137	negative regulation of cell proliferation involved in heart morphogenesis	0.001072828386123987	0.001072828386123987	+1	NOTCH1,TBX3
RUNX2 REGULATES GENES INVOLVED IN DIFFERENTIATION OF MYELOID CELLS%REACTOME DATABASE ID RELEASE 81%8941333	RUNX2 regulates genes involved in differentiation of myeloid cells	0.001072828386123987	0.001072828386123987	+1	RUNX1,CBFB
REGULATION OF ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:2000027	regulation of animal organ morphogenesis	0.001072828386123987	0.001072828386123987	+1	GATA3,SOX9,WT1,HGF
NEGATIVE REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION%GOBP%GO:0033600	negative regulation of mammary gland epithelial cell proliferation	0.001072828386123987	0.001072828386123987	+1	GATA3,BRCA2
PRESYNAPTIC PHASE OF HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693616.6	Presynaptic phase of homologous DNA pairing and strand exchange	0.001072828386123987	0.001072828386123987	+1	ATM,BRCA1,BRCA2,ATR
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SUPERFAMILY SIGNALING PATHWAY%GOBP%GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	0.0010750488391888318	0.0010750488391888318	+1	SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,SMAD2
CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	cardiac ventricle development	0.0010773030003022996	0.0010773030003022996	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051494	negative regulation of cytoskeleton organization	0.0011203489207189188	0.0011203489207189188	+1	PIK3CA,APC,NAV3,NPM1,BRCA1,SMAD4
GAB1 SIGNALOSOME%REACTOME DATABASE ID RELEASE 81%180292	GAB1 signalosome	0.0011391948747846564	0.0011391948747846564	+1	PIK3CA,EGFR,PTPN11
NEGATIVE REGULATION OF AUTOPHAGY%GOBP%GO:0010507	negative regulation of autophagy	0.0011391948747846564	0.0011391948747846564	+1	PIK3CA,VHL,HGF,LRRK2,EP300
TP53 NETWORK%WIKIPATHWAYS_20240510%WP1742%HOMO SAPIENS	TP53 network	0.0011391948747846564	0.0011391948747846564	+1	CDKN2A,ATM,CDKN1A
G2 M DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69473.7	G2 M DNA damage checkpoint	0.0011391948747846564	0.0011391948747846564	+1	TP53,ATM,BRCA1,CHEK2,ATR
DISEASES OF DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 81%9675136	Diseases of DNA Double-Strand Break Repair	0.0011391948747846564	0.0011391948747846564	+1	ATM,BRCA1,BRCA2,ATR
PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:0070198	protein localization to chromosome, telomeric region	0.0011391948747846564	0.0011391948747846564	+1	ATRX,BRCA2,ATR
REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034	regulation of cellular response to heat	0.0011391948747846564	0.0011391948747846564	+1	ATM,EP300,ATR
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA2 LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 81%9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	0.0011391948747846564	0.0011391948747846564	+1	ATM,BRCA1,BRCA2,ATR
CANONICAL AND NON CANONICAL TGF B SIGNALING%WIKIPATHWAYS_20240510%WP3874%HOMO SAPIENS	Canonical and non canonical TGF B signaling	0.0011391948747846564	0.0011391948747846564	+1	SMAD4,TGFBR2,SMAD2
HISTONE MODIFICATIONS%WIKIPATHWAYS_20240510%WP2369%HOMO SAPIENS	Histone modifications	0.0011391948747846564	0.0011391948747846564	+1	MLL2,SETBP1,SETD2,EZH2
KIDNEY MORPHOGENESIS%GOBP%GO:0060993	kidney morphogenesis	0.0011391948747846564	0.0011391948747846564	+1	GATA3,SOX9,WT1,LRRK2
SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048485	sympathetic nervous system development	0.0011391948747846564	0.0011391948747846564	+1	NF1,GATA3,CTNNB1
MAP3K1 ROLE IN PROMOTING AND BLOCKING GONADAL DETERMINATION%WIKIPATHWAYS_20240510%WP4872%HOMO SAPIENS	MAP3K1 role in promoting and blocking gonadal determination	0.0011391948747846564	0.0011391948747846564	+1	CTNNB1,SOX9,FGFR2
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	cardiac muscle tissue development	0.0011395176514120502	0.0011395176514120502	+1	NOTCH1,TBX3,WT1,PDGFRA,FGFR2,SMAD4
NUCLEOSOME ORGANIZATION%GOBP%GO:0034728	nucleosome organization	0.0011804510875656662	0.0011804510875656662	+1	ARID1A,NPM1,SOX9,ATRX,SETD2
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	striated muscle tissue development	0.0011866966104917371	0.0011866966104917371	+1	NOTCH1,TBX3,WT1,PDGFRA,FGFR2,SMAD4
