NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
TRANSPORT OF FATTY ACIDS%REACTOME%R-HSA-804914.1	8		Rejected!	
DEFECTIVE EXT2 CAUSES EXOSTOSES 2%REACTOME%R-HSA-3656237.2	14	13		
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%R-HSA-111447.2	15	15		
SYNTHESIS AND PROCESSING OF GAG, GAGPOL POLYPROTEINS%REACTOME%R-HSA-174495.1	14	12		
TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME DATABASE ID RELEASE 73%8864260	35	29		
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME DATABASE ID RELEASE 73%76071	27	27		
NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME%R-HSA-3000171.2	42	39		
HS-GAG DEGRADATION%REACTOME%R-HSA-2024096.1	21	19		
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME%R-HSA-5693532.3	166	134		
POTASSIUM TRANSPORT CHANNELS%REACTOME DATABASE ID RELEASE 73%1296067	3		Rejected!	
DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR (BCR)%REACTOME DATABASE ID RELEASE 73%1168372	79	77		
SIGNALING BY LEPTIN%REACTOME DATABASE ID RELEASE 73%2586552	9		Rejected!	
NEGATIVE REGULATION OF FGFR3 SIGNALING%REACTOME DATABASE ID RELEASE 73%5654732	23	19		
DEFECTIVE DPAGT1 CAUSES DPAGT1-CDG (CDG-1J) AND CMSTA2%REACTOME%R-HSA-4549356.1	1		Rejected!	
DEFECTIVE CSF2RB CAUSES PULMONARY SURFACTANT METABOLISM DYSFUNCTION 5 (SMDP5)%REACTOME%R-HSA-5688849.1	8		Rejected!	
NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME%R-HSA-5250941.2	108	72		
APOPTOTIC EXECUTION PHASE%REACTOME%R-HSA-75153.4	51	44		
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME DATABASE ID RELEASE 73%380320	78	69		
NTRK2 ACTIVATES RAC1%REACTOME DATABASE ID RELEASE 73%9032759	4		Rejected!	
FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 73%9664422	67	54		
RESISTANCE OF ERBB2 KD MUTANTS TO SAPITINIB%REACTOME%R-HSA-9665244.1	4		Rejected!	
ACTIVATION OF NA-PERMEABLE KAINATE RECEPTORS%REACTOME%R-HSA-451307.2	2		Rejected!	
NUCLEAR PORE COMPLEX (NPC) DISASSEMBLY%REACTOME%R-HSA-3301854.2	32	31		
SIGNALING BY ACTIVIN%REACTOME DATABASE ID RELEASE 73%1502540	13	13		
DEFECTIVE SLC39A4 CAUSES ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE (AEZ)%REACTOME DATABASE ID RELEASE 73%5619088	1		Rejected!	
ACTIVATION OF MATRIX METALLOPROTEINASES%REACTOME DATABASE ID RELEASE 73%1592389	33	19		
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%R-HSA-210500.3	23	17		
COHESIN LOADING ONTO CHROMATIN%REACTOME DATABASE ID RELEASE 73%2470946	10		Rejected!	
DEFECTIVE GAMMA-CARBOXYLATION OF F9%REACTOME%R-HSA-9673240.1	2		Rejected!	
PDGFR MUTANTS BIND TKIS%REACTOME DATABASE ID RELEASE 73%9674428	1		Rejected!	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 73%1799339	113	108		
BETA OXIDATION OF LAUROYL-COA TO DECANOYL-COA-COA%REACTOME DATABASE ID RELEASE 73%77310	5		Rejected!	
DEFECTIVE CYP2U1 CAUSES SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE (SPG56)%REACTOME DATABASE ID RELEASE 73%5579011	1		Rejected!	
MET RECEPTOR RECYCLING%REACTOME%R-HSA-8875656.1	9		Rejected!	
INTEGRIN SIGNALING%REACTOME%R-HSA-354192.2	26	23		
NEUROFASCIN INTERACTIONS%REACTOME%R-HSA-447043.1	7		Rejected!	
BDNF ACTIVATES NTRK2 (TRKB) SIGNALING%REACTOME DATABASE ID RELEASE 73%9024909	2		Rejected!	
LDL REMODELING%REACTOME%R-HSA-8964041.1	4		Rejected!	
TRNA AMINOACYLATION%REACTOME%R-HSA-379724.1	42	42		
FUSION AND UNCOATING OF THE INFLUENZA VIRION%REACTOME DATABASE ID RELEASE 73%168270	0		Rejected!	
BIOSYNTHESIS OF MARESINS%REACTOME%R-HSA-9018682.1	8		Rejected!	
TFAP2 (AP-2) FAMILY REGULATES TRANSCRIPTION OF OTHER TRANSCRIPTION FACTORS%REACTOME%R-HSA-8866906.2	4		Rejected!	
AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.3	70	64		
DNA REPLICATION INITIATION%REACTOME%R-HSA-68952.2	8		Rejected!	
DEFECTIVE F8 BINDING TO THE CELL MEMBRANE%REACTOME%R-HSA-9672395.1	1		Rejected!	
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%R-HSA-192105.2	33	25		
EVASION OF ONCOGENE INDUCED SENESCENCE DUE TO DEFECTIVE P16INK4A BINDING TO CDK4%REACTOME DATABASE ID RELEASE 73%9630791	2		Rejected!	
LOSS OF PHOSPHORYLATION OF MECP2 AT T308%REACTOME DATABASE ID RELEASE 73%9022535	2		Rejected!	
POU5F1 (OCT4), SOX2, NANOG REPRESS GENES RELATED TO DIFFERENTIATION%REACTOME DATABASE ID RELEASE 73%2892245	3		Rejected!	
FGFR4 MUTANT RECEPTOR ACTIVATION%REACTOME%R-HSA-1839128.1	1		Rejected!	
FRS-MEDIATED FGFR2 SIGNALING%REACTOME DATABASE ID RELEASE 73%5654700	19	11		
INTRINSIC PATHWAY FOR APOPTOSIS%REACTOME DATABASE ID RELEASE 73%109606	52	51		
INTERLEUKIN-15 SIGNALING%REACTOME%R-HSA-8983432.3	14	14		
DEFECTIVE SLC24A1 CAUSES CONGENITAL STATIONARY NIGHT BLINDNESS 1D (CSNB1D)%REACTOME DATABASE ID RELEASE 73%5619077	1		Rejected!	
LOCALIZATION OF THE PINCH-ILK-PARVIN COMPLEX TO FOCAL ADHESIONS%REACTOME%R-HSA-446343.1	3		Rejected!	
KETONE BODY METABOLISM%REACTOME DATABASE ID RELEASE 73%74182	10		Rejected!	
TP53 REGULATES METABOLIC GENES%REACTOME%R-HSA-5628897.4	83	65		
PROCESSING AND ACTIVATION OF SUMO%REACTOME%R-HSA-3215018.2	10	10		
DEFECTIVE FACTOR IX CAUSES THROMBOPHILIA%REACTOME DATABASE ID RELEASE 73%9672383	3		Rejected!	
SYNTHESIS, SECRETION, AND INACTIVATION OF GLUCOSE-DEPENDENT INSULINOTROPIC POLYPEPTIDE (GIP)%REACTOME DATABASE ID RELEASE 73%400511	13		Rejected!	
UNWINDING OF DNA%REACTOME DATABASE ID RELEASE 73%176974	12	12		
CD28 CO-STIMULATION%REACTOME%R-HSA-389356.2	31	30		
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME%R-HSA-6794362.4	86	61		
METALLOTHIONEINS BIND METALS%REACTOME%R-HSA-5661231.2	11		Rejected!	
NEGATIVE REGULATION OF TCF-DEPENDENT SIGNALING BY WNT LIGAND ANTAGONISTS%REACTOME%R-HSA-3772470.2	15	10		
LEISHMANIA INFECTION%REACTOME DATABASE ID RELEASE 73%9658195	255	161		
FRUCTOSE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 73%5652227	2		Rejected!	
COPII-MEDIATED VESICLE TRANSPORT%REACTOME%R-HSA-204005.4	68	63		
PRE-MRNA SPLICING%REACTOME%R-HSA-72163.2	179	163		
IKK COMPLEX RECRUITMENT MEDIATED BY RIP1%REACTOME DATABASE ID RELEASE 73%937041	22	22		
DISEASES OF IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 73%5260271	24	24		
SIGNALING BY FGFR3 POINT MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 73%8853338	17	13		
APOPTOSIS%REACTOME%R-HSA-109581.3	174	163		
TLR3 DEFICIENCY - HSE%REACTOME%R-HSA-5602410.1	1		Rejected!	
TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME DATABASE ID RELEASE 73%5357786	13	13		
GLI3 IS PROCESSED TO GLI3R BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 73%5610785	60	57		
TYPE II NA+ PI COTRANSPORTERS%REACTOME DATABASE ID RELEASE 73%427589	3		Rejected!	
INTRACELLULAR METABOLISM OF FATTY ACIDS REGULATES INSULIN SECRETION%REACTOME DATABASE ID RELEASE 73%434313	3		Rejected!	
P75NTR SIGNALS VIA NF-KB%REACTOME%R-HSA-193639.1	16	15		
PHASE 3 - RAPID REPOLARISATION%REACTOME%R-HSA-5576890.2	8		Rejected!	
MASTL FACILITATES MITOTIC PROGRESSION%REACTOME%R-HSA-2465910.2	10	10		
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME DATABASE ID RELEASE 73%2559582	112	73		
MITOCHONDRIAL FATTY ACID BETA-OXIDATION%REACTOME%R-HSA-77289.5	37	32		
MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.1	77	43		
DISEASES OF MISMATCH REPAIR (MMR)%REACTOME DATABASE ID RELEASE 73%5423599	5		Rejected!	
SIGNALING BY NTRK2 (TRKB)%REACTOME DATABASE ID RELEASE 73%9006115	21	20		
ACYL CHAIN REMODELLING OF PI%REACTOME%R-HSA-1482922.2	16		Rejected!	
SIGNALING BY NOTCH1 T(7;9)(NOTCH1:M1580_K2555) TRANSLOCATION MUTANT%REACTOME DATABASE ID RELEASE 73%2660825	7		Rejected!	
TICAM1 DEFICIENCY - HSE%REACTOME DATABASE ID RELEASE 73%5602566	2		Rejected!	
GENE SILENCING BY RNA%REACTOME%R-HSA-211000.2	133	79		
SIGNALING BY EGFRVIII IN CANCER%REACTOME DATABASE ID RELEASE 73%5637812	13	12		
COMPETING ENDOGENOUS RNAS (CERNAS) REGULATE PTEN TRANSLATION%REACTOME DATABASE ID RELEASE 73%8948700	8		Rejected!	
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%R-HSA-438064.3	57	42		
THE NLRP3 INFLAMMASOME%REACTOME DATABASE ID RELEASE 73%844456	15	14		
ATTENUATION PHASE%REACTOME DATABASE ID RELEASE 73%3371568	12	12		
SUMOYLATION OF RNA BINDING PROTEINS%REACTOME DATABASE ID RELEASE 73%4570464	42	41		
IRON UPTAKE AND TRANSPORT%REACTOME DATABASE ID RELEASE 73%917937	57	52		
EXPRESSION AND PROCESSING OF NEUROTROPHINS%REACTOME DATABASE ID RELEASE 73%9036866	4		Rejected!	
SMAC (DIABLO) BINDS TO IAPS%REACTOME%R-HSA-111463.3	7		Rejected!	
METABOLISM OF WATER-SOLUBLE VITAMINS AND COFACTORS%REACTOME DATABASE ID RELEASE 73%196849	120	102		
SMAD2 3 MH2 DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 73%3315487	3		Rejected!	
PLATELET SENSITIZATION BY LDL%REACTOME%R-HSA-432142.2	16	15		
BETA OXIDATION OF BUTANOYL-COA TO ACETYL-COA%REACTOME DATABASE ID RELEASE 73%77352	5		Rejected!	
NEF MEDIATED DOWNREGULATION OF CD28 CELL SURFACE EXPRESSION%REACTOME%R-HSA-164939.1	2		Rejected!	
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2	33	29		
OVARIAN TUMOR DOMAIN PROTEASES%REACTOME DATABASE ID RELEASE 73%5689896	38	35		
DAP12 SIGNALING%REACTOME%R-HSA-2424491.2	25	24		
HEME BIOSYNTHESIS%REACTOME%R-HSA-189451.2	13	11		
REVERSE TRANSCRIPTION OF HIV RNA%REACTOME%R-HSA-162589.1	1		Rejected!	
INACTIVATION, RECOVERY AND REGULATION OF THE PHOTOTRANSDUCTION CASCADE%REACTOME%R-HSA-2514859.2	29	12		
INHIBITION OF HOST MRNA PROCESSING AND RNA SILENCING%REACTOME DATABASE ID RELEASE 73%168315	2		Rejected!	
REVERSAL OF ALKYLATION DAMAGE BY DNA DIOXYGENASES%REACTOME DATABASE ID RELEASE 73%73943	7		Rejected!	
AMER1 MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 73%4839748	14	13		
VPR-MEDIATED INDUCTION OF APOPTOSIS BY MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION%REACTOME DATABASE ID RELEASE 73%180897	3		Rejected!	
DEGRADATION OF AXIN%REACTOME%R-HSA-4641257.2	55	53		
TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 (RBL1) AND P130 (RBL2) IN COMPLEX WITH HDAC1%REACTOME%R-HSA-1362300.2	16	16		
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 73%68877	183	170		
CHAPERONE MEDIATED AUTOPHAGY%REACTOME%R-HSA-9613829.3	21	19		
CALCINEURIN ACTIVATES NFAT%REACTOME DATABASE ID RELEASE 73%2025928	8		Rejected!	
NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2	49	40		
INVADOPODIA FORMATION%REACTOME DATABASE ID RELEASE 73%8941237	4		Rejected!	
DEFECTIVE TCN2 CAUSES HEREDITARY MEGALOBLASTIC ANEMIA%REACTOME%R-HSA-3359454.1	1		Rejected!	
ACTIVATION OF CA-PERMEABLE KAINATE RECEPTOR%REACTOME DATABASE ID RELEASE 73%451308	9		Rejected!	
MAP KINASE ACTIVATION%REACTOME DATABASE ID RELEASE 73%450294	63	63		
BIOSYNTHESIS OF DPAN-3 SPMS%REACTOME%R-HSA-9025094.1	4		Rejected!	
DEFECTIVE PRO-SFTPB CAUSES PULMONARY SURFACTANT METABOLISM DYSFUNCTION 1 (SMDP1) AND RESPIRATORY DISTRESS SYNDROME (RDS)%REACTOME%R-HSA-5688031.1	1		Rejected!	
INSULIN PROCESSING%REACTOME DATABASE ID RELEASE 73%264876	27	23		
G ALPHA (I) SIGNALLING EVENTS%REACTOME%R-HSA-418594.6	399		Rejected!	
ERYTHROCYTES TAKE UP CARBON DIOXIDE AND RELEASE OXYGEN%REACTOME%R-HSA-1237044.2	13		Rejected!	
BUTYRATE RESPONSE FACTOR 1 (BRF1) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450385.2	17	17		
RET SIGNALING%REACTOME%R-HSA-8853659.4	38	32		
TFAP2 (AP-2) FAMILY REGULATES TRANSCRIPTION OF GROWTH FACTORS AND THEIR RECEPTORS%REACTOME DATABASE ID RELEASE 73%8866910	12	10		
NEGATIVE REGULATION OF NMDA RECEPTOR-MEDIATED NEURONAL TRANSMISSION%REACTOME%R-HSA-9617324.1	20	10		
MITOCHONDRIAL IRON-SULFUR CLUSTER BIOGENESIS%REACTOME%R-HSA-1362409.2	11	11		
EVENTS ASSOCIATED WITH PHAGOCYTOLYTIC ACTIVITY OF PMN CELLS%REACTOME DATABASE ID RELEASE 73%8941413	2		Rejected!	
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%R-HSA-113418.3	33	29		
ENZYMATIC DEGRADATION OF DOPAMINE BY COMT%REACTOME%R-HSA-379397.3	3		Rejected!	
DEFECTIVE SLCO1B3 CAUSES HYPERBILIRUBINEMIA, ROTOR TYPE (HBLRR)%REACTOME DATABASE ID RELEASE 73%5619058	1		Rejected!	
GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME DATABASE ID RELEASE 73%399721	26	18		
CONDENSATION OF PROMETAPHASE CHROMOSOMES%REACTOME%R-HSA-2514853.2	11	11		
N-GLYCAN TRIMMING AND ELONGATION IN THE CIS-GOLGI%REACTOME%R-HSA-964739.1	5		Rejected!	
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME DATABASE ID RELEASE 73%112315	238	150		
TGFBR2 MSI FRAMESHIFT MUTANTS IN CANCER%REACTOME%R-HSA-3642279.1	2		Rejected!	
ERK1 ERK2 PATHWAY%REACTOME%R-HSA-5684996.4	267		Rejected!	
INOSITOL PHOSPHATE METABOLISM%REACTOME%R-HSA-1483249.3	47	44		
SIGNALING BY ERBB2 TMD JMD MUTANTS%REACTOME DATABASE ID RELEASE 73%9665686	18	15		
PTK6 EXPRESSION%REACTOME DATABASE ID RELEASE 73%8849473	5		Rejected!	
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME DATABASE ID RELEASE 73%5693579	42	38		
DIMERIZATION OF PROCASPASE-8%REACTOME%R-HSA-69416.2	10	10		
BIOSYNTHESIS OF E-SERIES 18(R)-RESOLVINS%REACTOME DATABASE ID RELEASE 73%9023661	3		Rejected!	
DEFECTIVE F8 BINDING TO VON WILLEBRAND FACTOR%REACTOME DATABASE ID RELEASE 73%9672393	2		Rejected!	
REGULATION OF THYROID HORMONE ACTIVITY%REACTOME DATABASE ID RELEASE 73%350864	3		Rejected!	
TRAFFICKING OF MYRISTOYLATED PROTEINS TO THE CILIUM%REACTOME DATABASE ID RELEASE 73%5624138	6		Rejected!	
REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME DATABASE ID RELEASE 73%2029482	70	57		
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 73%176409	76	73		
TRANSCRIPTIONAL REGULATION BY E2F6%REACTOME%R-HSA-8953750.2	34	34		
ACYL CHAIN REMODELLING OF PE%REACTOME DATABASE ID RELEASE 73%1482839	27	17		
SYNTHESIS OF DOLICHYL-PHOSPHATE%REACTOME DATABASE ID RELEASE 73%446199	6		Rejected!	
DEFECTIVE SLC6A19 CAUSES HARTNUP DISORDER (HND)%REACTOME DATABASE ID RELEASE 73%5619044	1		Rejected!	
ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS%REACTOME DATABASE ID RELEASE 73%442755	70	49		
ALPHA-DEFENSINS%REACTOME DATABASE ID RELEASE 73%1462054	10		Rejected!	
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME DATABASE ID RELEASE 73%114452	30	29		
SIGNALING DOWNSTREAM OF RAS MUTANTS%REACTOME%R-HSA-9649948.1	42	38		
RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 73%611105	100	84		
INTERLEUKIN-20 FAMILY SIGNALING%REACTOME%R-HSA-8854691.6	25	15		
NITRIC OXIDE STIMULATES GUANYLATE CYCLASE%REACTOME DATABASE ID RELEASE 73%392154	21	18		
RESOLUTION OF D-LOOP STRUCTURES%REACTOME%R-HSA-5693537.1	34	27		
SYNTHESIS OF 15-EICOSATETRAENOIC ACID DERIVATIVES%REACTOME%R-HSA-2142770.1	6		Rejected!	
NEGATIVE REGULATION OF THE PI3K AKT NETWORK%REACTOME%R-HSA-199418.3	96	79		
ESSENTIAL FRUCTOSURIA%REACTOME DATABASE ID RELEASE 73%5657562	1		Rejected!	
MEIOTIC RECOMBINATION%REACTOME DATABASE ID RELEASE 73%912446	87	46		
ION HOMEOSTASIS%REACTOME DATABASE ID RELEASE 73%5578775	51	39		
RETROGRADE NEUROTROPHIN SIGNALLING%REACTOME%R-HSA-177504.1	14	11		
FASL  CD95L SIGNALING%REACTOME DATABASE ID RELEASE 73%75157	5		Rejected!	
KINESINS%REACTOME%R-HSA-983189.3	41	37		
FRUCTOSE METABOLISM%REACTOME%R-HSA-5652084.6	7		Rejected!	
TRANSCRIPTIONAL REGULATION BY MECP2%REACTOME%R-HSA-8986944.2	58	41		
PRE-NOTCH PROCESSING IN THE ENDOPLASMIC RETICULUM%REACTOME%R-HSA-1912399.2	6		Rejected!	
MULTIFUNCTIONAL ANION EXCHANGERS%REACTOME DATABASE ID RELEASE 73%427601	9		Rejected!	
ARACHIDONIC ACID METABOLISM%REACTOME%R-HSA-2142753.5	59	41		
IRS-RELATED EVENTS TRIGGERED BY IGF1R%REACTOME%R-HSA-2428928.1	43	31		
SYNTHESIS OF PC%REACTOME%R-HSA-1483191.4	28	27		
SIGNALING BY EXTRACELLULAR DOMAIN MUTANTS OF KIT%REACTOME DATABASE ID RELEASE 73%9680187	1		Rejected!	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68867.4	68	60		
LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.1	174	87		
INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%R-HSA-997272.1	29	20		
INHIBITION OF INTERFERON SYNTHESIS%REACTOME%R-HSA-168305.4	0		Rejected!	
SUMOYLATION OF IMMUNE RESPONSE PROTEINS%REACTOME DATABASE ID RELEASE 73%4755510	11	11		
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%R-HSA-2122947.3	46	45		
EVASION OF ONCOGENE INDUCED SENESCENCE DUE TO DEFECTIVE P16INK4A BINDING TO CDK4 AND CDK6%REACTOME DATABASE ID RELEASE 73%9630794	3		Rejected!	
IGF1R SIGNALING CASCADE%REACTOME%R-HSA-2428924.1	43	31		
DEFECTIVE SLC5A7 CAUSES DISTAL HEREDITARY MOTOR NEURONOPATHY 7A (HMN7A)%REACTOME%R-HSA-5658471.1	1		Rejected!	
DEFECTIVE HEXB CAUSES GM2G2%REACTOME DATABASE ID RELEASE 73%3656248	1		Rejected!	
RHO GTPASES ACTIVATE ROCKS%REACTOME%R-HSA-5627117.2	19	19		
SUMOYLATION OF TRANSCRIPTION COFACTORS%REACTOME DATABASE ID RELEASE 73%3899300	41	40		
CLOSTRIDIUM NEUROTOXICITY%REACTOME DATABASE ID RELEASE 73%168799	10		Rejected!	
CREB1 PHOSPHORYLATION THROUGH THE ACTIVATION OF CAMKII CAMKK CAMKIV CASCASDE%REACTOME DATABASE ID RELEASE 73%442729	7		Rejected!	
SARS-COV INFECTIONS%REACTOME DATABASE ID RELEASE 73%9679506	85	83		
GAP JUNCTION DEGRADATION%REACTOME%R-HSA-190873.2	10	10		
MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME DATABASE ID RELEASE 73%975155	91	90		
DEFECTIVE TBXAS1 CAUSES GHOSAL HEMATODIAPHYSEAL DYSPLASIA (GHDD)%REACTOME%R-HSA-5579032.1	1		Rejected!	
SIGNALING BY FGFR1%REACTOME%R-HSA-5654736.4	41	32		
PLATELET ADHESION TO EXPOSED COLLAGEN%REACTOME%R-HSA-75892.3	13		Rejected!	
MISCELLANEOUS SUBSTRATES%REACTOME%R-HSA-211958.1	12		Rejected!	
SHC-MEDIATED CASCADE:FGFR2%REACTOME DATABASE ID RELEASE 73%5654699	16		Rejected!	
REGULATION OF GENE EXPRESSION BY HYPOXIA-INDUCIBLE FACTOR%REACTOME DATABASE ID RELEASE 73%1234158	11	10		
INTERLEUKIN-1 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 73%446652	138	120		
TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6782315.5	41	35		
PARASITE INFECTION%REACTOME%R-HSA-9664407.1	67	54		
REGULATION OF APOPTOSIS%REACTOME%R-HSA-169911.2	53	51		
DEFECTIVE MPI CAUSES MPI-CDG (CDG-1B)%REACTOME%R-HSA-4043916.1	1		Rejected!	
CELLULAR RESPONSE TO HYPOXIA%REACTOME DATABASE ID RELEASE 73%1234174	75	71		
ATF4 ACTIVATES GENES IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%REACTOME%R-HSA-380994.2	27	25		
DEFECTIVE GALK1 CAN CAUSE GALACTOSEMIA II (GALCT2)%REACTOME%R-HSA-5609976.2	1		Rejected!	
PTK6 PROMOTES HIF1A STABILIZATION%REACTOME DATABASE ID RELEASE 73%8857538	6		Rejected!	
G BETA:GAMMA SIGNALLING THROUGH PLC BETA%REACTOME%R-HSA-418217.3	20	15		
SIGNALING BY MAP2K MUTANTS%REACTOME%R-HSA-9652169.1	4		Rejected!	
RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 73%167162	48	45		
TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME DATABASE ID RELEASE 73%381340	83	74		
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2894858.1	57	55		
NCAM1 INTERACTIONS%REACTOME DATABASE ID RELEASE 73%419037	37	25		
GAMMA-CARBOXYLATION, TRANSPORT, AND AMINO-TERMINAL CLEAVAGE OF PROTEINS%REACTOME%R-HSA-159854.3	11		Rejected!	
ESTROGEN-STIMULATED SIGNALING THROUGH PRKCZ%REACTOME%R-HSA-9634635.2	5		Rejected!	
REGULATION OF PAK-2P34 ACTIVITY BY PS-GAP RHG10%REACTOME DATABASE ID RELEASE 73%211728	2		Rejected!	
RNA POLYMERASE I PROMOTER ESCAPE%REACTOME%R-HSA-73772.5	90	54		
PURINE CATABOLISM%REACTOME DATABASE ID RELEASE 73%74259	15	11		
RHO GTPASES ACTIVATE KTN1%REACTOME%R-HSA-5625970.1	11	11		
DECTIN-2 FAMILY%REACTOME DATABASE ID RELEASE 73%5621480	25	14		
HATS ACETYLATE HISTONES%REACTOME DATABASE ID RELEASE 73%3214847	143	87		
RAF MAP KINASE CASCADE%REACTOME DATABASE ID RELEASE 73%5673001	262		Rejected!	
DEFECTIVE SLC24A4 CAUSES HYPOMINERALIZED AMELOGENESIS IMPERFECTA (AI)%REACTOME DATABASE ID RELEASE 73%5619055	1		Rejected!	
SIGNALING BY WNT%REACTOME%R-HSA-195721.5	326		Rejected!	
ABACAVIR TRANSPORT AND METABOLISM%REACTOME%R-HSA-2161522.2	10		Rejected!	
RUNX1 REGULATES EXPRESSION OF COMPONENTS OF TIGHT JUNCTIONS%REACTOME%R-HSA-8935964.1	5		Rejected!	
TOLL-LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20200810%WP3858%HOMO SAPIENS	32	31		
GPCRS, CLASS C METABOTROPIC GLUTAMATE, PHEROMONE%WIKIPATHWAYS_20200810%WP501%HOMO SAPIENS	16		Rejected!	
ESC PLURIPOTENCY PATHWAYS%WIKIPATHWAYS_20200810%WP3931%HOMO SAPIENS	118	92		
OXIDATIVE PHOSPHORYLATION%WIKIPATHWAYS_20200810%WP623%HOMO SAPIENS	61	51		
SARS-COV-2 AND ANGIOTENSIN-CONVERTING ENZYME 2 (ACE2) RECEPTOR: MOLECULAR MECHANISMS AND POTENTIAL THERAPEUTIC TARGET%WIKIPATHWAYS_20200810%WP4883%HOMO SAPIENS	7		Rejected!	
ROBO4 AND VEGF SIGNALING PATHWAYS CROSSTALK%WIKIPATHWAYS_20200810%WP3943%HOMO SAPIENS	6		Rejected!	
IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20200810%WP205%HOMO SAPIENS	25	25		
ARYLAMINE METABOLISM%WIKIPATHWAYS_20200810%WP694%HOMO SAPIENS	6		Rejected!	
DNA IR-DOUBLE STRAND BREAKS (DSBS) AND CELLULAR RESPONSE VIA ATM%WIKIPATHWAYS_20200810%WP3959%HOMO SAPIENS	55	54		
BUTYRATE-INDUCED HISTONE ACETYLATION%WIKIPATHWAYS_20200810%WP2366%HOMO SAPIENS	2		Rejected!	
NAD+ METABOLISM%WIKIPATHWAYS_20200810%WP3644%HOMO SAPIENS	16	16		
HEPATITIS C AND HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20200810%WP3646%HOMO SAPIENS	50	45		
